Alexnet	14.618587 	 7.398740 	 22.017327
Vgg16	26.612684 	 7.702894 	 34.315578
Alexnet	21.959976 	 0.337033 	 22.297009
Resnet	21.881324 	 0.397704 	 22.279028
Resnet	21.151658 	 0.095306 	 21.246964
Resnet	21.170099 	 0.174675 	 21.344773
Alexnet	20.205498 	 0.174264 	 20.379761
Alexnet	20.303355 	 0.748074 	 21.051429
Vgg16	20.226092 	 1.239122 	 21.465214
Alexnet	19.687249 	 0.557021 	 20.244269
Resnet	19.020810 	 1.342451 	 20.363260
Alexnet	20.165706 	 0.116402 	 20.282108
Resnet	0.018733 	 0.095444 	 0.114177
Resnet	0.096786 	 0.096131 	 0.192917
Alexnet	0.130456 	 0.177403 	 0.307859
Resnet	0.161900 	 0.178639 	 0.340539
Resnet	0.277660 	 0.173020 	 0.450680
Alexnet	0.246208 	 0.176045 	 0.422253
Alexnet	0.391684 	 0.080127 	 0.471811
Resnet	0.360333 	 0.174710 	 0.535044
Alexnet	0.409234 	 0.173543 	 0.582776
Alexnet	0.551853 	 0.079381 	 0.631233
Resnet	0.520603 	 0.174186 	 0.694789
Alexnet	0.632635 	 0.132018 	 0.764653
Resnet	0.664081 	 0.179169 	 0.843251
Resnet	0.781407 	 0.094958 	 0.876364
Resnet	0.846072 	 0.094976 	 0.941048
Resnet	0.910903 	 0.094907 	 1.005810
Resnet	0.975302 	 0.094937 	 1.070239
Resnet	1.040016 	 0.094869 	 1.134885
Resnet	1.104781 	 0.094913 	 1.199694
Alexnet	1.138237 	 0.132633 	 1.270870
Resnet	1.169641 	 0.178908 	 1.348549
Alexnet	1.240086 	 0.124490 	 1.364577
Resnet	1.254454 	 0.173835 	 1.428289
Alexnet	1.301968 	 0.173965 	 1.475933
Alexnet	1.444715 	 0.079430 	 1.524145
Alexnet	1.492976 	 0.079489 	 1.572465
Alexnet	1.541738 	 0.079477 	 1.621216
Alexnet	1.590618 	 0.079420 	 1.670039
Alexnet	1.639452 	 0.079491 	 1.718943
Alexnet	1.688145 	 0.079675 	 1.767820
Resnet	1.593044 	 0.174438 	 1.767482
Alexnet	1.641460 	 0.173824 	 1.815284
Resnet	1.577898 	 0.173537 	 1.751435
Alexnet	1.561947 	 0.173815 	 1.735762
Alexnet	1.642117 	 0.079477 	 1.721594
Resnet	1.547472 	 0.173960 	 1.721432
Resnet	1.627120 	 0.094800 	 1.721920
Alexnet	1.532254 	 0.145663 	 1.677917
Resnet	1.627029 	 0.179000 	 1.806029
Alexnet	1.647150 	 0.111267 	 1.758417
Resnet	1.553120 	 0.173395 	 1.726515
Alexnet	1.600512 	 0.173792 	 1.774304
Alexnet	1.680875 	 0.079324 	 1.760199
Alexnet	1.602549 	 0.079445 	 1.681994
Resnet	1.507264 	 0.173842 	 1.681106
Alexnet	1.524053 	 0.172645 	 1.696698
Alexnet	1.602270 	 0.079590 	 1.681859
Resnet	1.539098 	 0.174320 	 1.713417
Alexnet	1.523909 	 0.173093 	 1.697002
Resnet	1.587152 	 0.173440 	 1.760593
Alexnet	1.634992 	 0.173574 	 1.808566
Resnet	1.634920 	 0.173336 	 1.808257
Resnet	1.713724 	 0.095083 	 1.808807
Alexnet	1.555137 	 0.174135 	 1.729271
Alexnet	1.698708 	 0.079466 	 1.778174
Resnet	1.540253 	 0.173615 	 1.713868
Resnet	1.620002 	 0.094722 	 1.714724
Resnet	1.684096 	 0.160568 	 1.844664
Alexnet	1.589140 	 0.174517 	 1.763657
Resnet	1.718469 	 0.107935 	 1.826405
Resnet	1.731386 	 0.094796 	 1.826182
Resnet	1.668503 	 0.094656 	 1.763159
Alexnet	1.637389 	 0.153488 	 1.790876
Resnet	1.669340 	 0.175160 	 1.844500
Resnet	1.749590 	 0.094793 	 1.844383
Resnet	1.685984 	 0.174185 	 1.860169
Alexnet	1.654376 	 0.174750 	 1.829125
Alexnet	1.766758 	 0.079354 	 1.846113
Alexnet	1.751999 	 0.079468 	 1.831467
Resnet	1.688753 	 0.173579 	 1.862332
Resnet	1.768039 	 0.094705 	 1.862745
Alexnet	1.672387 	 0.145918 	 1.818305
Resnet	1.703984 	 0.177976 	 1.881960
Resnet	1.692186 	 0.094762 	 1.786948
Alexnet	1.597789 	 0.145312 	 1.743101
Resnet	1.755610 	 0.177078 	 1.932688
Alexnet	1.648773 	 0.109768 	 1.758541
Resnet	1.648484 	 0.173544 	 1.822028
Alexnet	1.600584 	 0.173745 	 1.774329
Resnet	1.600684 	 0.172755 	 1.773439
Resnet	1.678869 	 0.094890 	 1.773759
Alexnet	1.584088 	 0.173113 	 1.757201
Alexnet	1.727074 	 0.079290 	 1.806364
Alexnet	1.648359 	 0.079262 	 1.727621
Alexnet	1.634489 	 0.079286 	 1.713775
Alexnet	1.683187 	 0.079326 	 1.762513
Alexnet	1.636360 	 0.079285 	 1.715645
Alexnet	1.620852 	 0.079314 	 1.700166
Alexnet	1.669219 	 0.079301 	 1.748521
Alexnet	1.622990 	 0.079448 	 1.702439
Resnet	1.528636 	 0.173792 	 1.702428
Resnet	1.671429 	 0.094869 	 1.766299
Resnet	1.608600 	 0.095111 	 1.703711
Resnet	1.609306 	 0.094842 	 1.704148
Resnet	1.673136 	 0.160422 	 1.833558
Alexnet	1.578475 	 0.174485 	 1.752959
Alexnet	1.721971 	 0.079440 	 1.801411
Alexnet	1.706858 	 0.079422 	 1.786280
Alexnet	1.692912 	 0.079429 	 1.772341
Alexnet	1.615374 	 0.079489 	 1.694863
Resnet	0.005386 	 0.095524 	 0.100910
Resnet	0.069657 	 0.095612 	 0.165269
Alexnet	0.104051 	 0.142367 	 0.246418
Resnet	0.135267 	 0.181438 	 0.316705
Alexnet	0.223074 	 0.124390 	 0.347464
Resnet	0.254750 	 0.183305 	 0.438055
Alexnet	0.317056 	 0.136626 	 0.453682
Resnet	0.343443 	 0.173651 	 0.517093
Alexnet	0.391132 	 0.173570 	 0.564702
Alexnet	0.534691 	 0.088325 	 0.623017
Resnet	0.503672 	 0.174568 	 0.678240
Alexnet	0.616687 	 0.133411 	 0.750098
Resnet	0.647849 	 0.180602 	 0.828451
Resnet	0.766863 	 0.095478 	 0.862341
Resnet	4.257023 	 0.158335 	 4.415358
Resnet	4.385197 	 0.099925 	 4.485121
Resnet	4.456461 	 0.096101 	 4.552562
Resnet	4.523107 	 0.095590 	 4.618697
Resnet	4.588419 	 0.095757 	 4.684176
Alexnet	4.622705 	 0.129678 	 4.752383
Resnet	4.654401 	 0.181342 	 4.835743
Alexnet	4.721660 	 0.129776 	 4.851435
Resnet	4.740903 	 0.173624 	 4.914527
Alexnet	4.788557 	 0.173553 	 4.962110
Alexnet	4.932032 	 0.080052 	 5.012084
Alexnet	4.981870 	 0.080433 	 5.062302
Alexnet	5.031605 	 0.079935 	 5.111540
Alexnet	5.081011 	 0.079958 	 5.160969
Alexnet	5.130438 	 0.080217 	 5.210655
Alexnet	5.180421 	 0.114987 	 5.295408
Resnet	5.084780 	 0.181568 	 5.266349
Alexnet	10.955585 	 0.336573 	 11.292158
Resnet	10.798185 	 0.397158 	 11.195344
Alexnet	7.638978 	 0.141821 	 7.780800
Alexnet	7.623499 	 0.120825 	 7.744324
Resnet	7.495646 	 0.182396 	 7.678043
Resnet	7.583650 	 0.096494 	 7.680143
Alexnet	7.491371 	 0.126787 	 7.618158
Resnet	7.586481 	 0.179082 	 7.765563
Alexnet	7.587313 	 0.130741 	 7.718054
Resnet	7.543189 	 0.217973 	 7.761162
Alexnet	7.562235 	 0.172709 	 7.734944
Alexnet	7.672737 	 0.080700 	 7.753437
Alexnet	7.594368 	 0.079922 	 7.674291
Resnet	7.499897 	 0.176814 	 7.676711
Alexnet	7.485376 	 0.176621 	 7.661997
Alexnet	7.599757 	 0.088927 	 7.688684
Resnet	7.504803 	 0.175943 	 7.680746
Alexnet	7.531720 	 0.165523 	 7.697243
Resnet	7.587758 	 0.173425 	 7.761184
Alexnet	1.775557 	 0.173637 	 1.949194
Resnet	1.838974 	 0.172889 	 2.011863
Alexnet	1.569014 	 0.145622 	 1.714636
Resnet	1.727434 	 0.180019 	 1.907453
Alexnet	1.683925 	 0.111620 	 1.795545
Resnet	1.557922 	 0.173420 	 1.731342
Resnet	1.637556 	 0.095311 	 1.732867
Alexnet	1.607733 	 0.122086 	 1.729819
Resnet	1.702666 	 0.180266 	 1.882932
Resnet	1.757276 	 0.095545 	 1.852821
Resnet	1.759398 	 0.096054 	 1.855451
Resnet	1.665548 	 0.095424 	 1.760972
Alexnet	1.667588 	 0.127278 	 1.794865
Resnet	1.698925 	 0.181578 	 1.880503
Resnet	1.786085 	 0.095494 	 1.881579
Alexnet	1.691896 	 0.145754 	 1.837651
Resnet	1.723069 	 0.178347 	 1.901416
Alexnet	1.775655 	 0.109522 	 1.885177
Alexnet	1.791002 	 0.090755 	 1.881757
Resnet	1.728037 	 0.174180 	 1.902217
Resnet	1.807398 	 0.095290 	 1.902687
Alexnet	1.680403 	 0.124428 	 1.804832
Resnet	1.711981 	 0.183066 	 1.895047
Resnet	1.768609 	 0.095544 	 1.864153
Alexnet	1.644799 	 0.142920 	 1.787720
Resnet	1.833892 	 0.181805 	 2.015697
Alexnet	1.693918 	 0.116565 	 1.810483
Resnet	1.699848 	 0.173265 	 1.873113
Alexnet	1.620082 	 0.173437 	 1.793519
Resnet	1.619881 	 0.173337 	 1.793219
Alexnet	1.603974 	 0.141371 	 1.745345
Resnet	1.698538 	 0.180276 	 1.878814
Alexnet	1.714832 	 0.116724 	 1.831556
Alexnet	1.673774 	 0.080009 	 1.753784
Alexnet	1.660044 	 0.079950 	 1.739994
Alexnet	4.009319 	 0.142332 	 4.151651
Alexnet	4.058594 	 0.083919 	 4.142513
Alexnet	4.018009 	 0.080395 	 4.098404
Alexnet	4.067868 	 0.080173 	 4.148041
Alexnet	4.022438 	 0.099840 	 4.122279
Resnet	3.927804 	 0.177829 	 4.105633
Resnet	4.075405 	 0.095631 	 4.171036
Resnet	4.012542 	 0.095523 	 4.108065
Resnet	4.014660 	 0.095850 	 4.110511
Alexnet	3.954054 	 0.137444 	 4.091498
Resnet	4.080400 	 0.179272 	 4.259672
Alexnet	4.061158 	 0.119878 	 4.181036
Alexnet	4.118980 	 0.079876 	 4.198857
Alexnet	4.104245 	 0.079899 	 4.184144
Alexnet	3.994913 	 0.079886 	 4.074800
Vgg16	0.000000 	 1.148349 	 1.148349
Vgg16	1.047236 	 1.202327 	 2.249563
Vgg16	1.999597 	 1.213680 	 3.213277
Vgg16	3.133895 	 1.067888 	 4.201782
Vgg16	3.961019 	 1.247316 	 5.208335
Vgg16	4.975663 	 1.241828 	 6.217491
Vgg16	5.978235 	 1.218677 	 7.196911
Vgg16	7.078668 	 1.243630 	 8.322298
Vgg16	8.161828 	 1.067796 	 9.229623
Vgg16	7.382010 	 1.299483 	 8.681493
Vgg16	8.521881 	 1.148465 	 9.670346
Vgg16	6.472262 	 1.222492 	 7.694754
Vgg16	5.485631 	 1.218923 	 6.704554
Vgg16	5.577813 	 1.188902 	 6.766716
Vgg16	6.607010 	 1.068046 	 7.675056
Vgg16	6.470589 	 1.145853 	 7.616442
Vgg16	6.491822 	 1.147222 	 7.639044
Vgg16	7.479647 	 1.067677 	 8.547325
Vgg16	8.468680 	 1.070958 	 9.539638
Vgg16	8.363291 	 1.146628 	 9.509918
Vgg16	9.430494 	 1.068160 	 10.498653
Vgg16	9.389246 	 1.164778 	 10.554024
Vgg16	8.484041 	 1.161872 	 9.645914
Vgg16	7.488736 	 1.161114 	 8.649850
Vgg16	7.526400 	 1.068037 	 8.594436
Vgg16	8.514925 	 1.067784 	 9.582709
Vgg16	8.376683 	 1.150416 	 9.527099
Vgg16	7.486286 	 1.161326 	 8.647612
Vgg16	7.443076 	 1.161096 	 8.604171
Vgg16	8.524609 	 1.067854 	 9.592463
